gesture_id,Ax,Ay,Az
19,0.862,0.06,9.998
19,0.857,0.012,10.041
19,0.034,-0.091,10.096
19,-0.084,-0.077,10.13
19,0.388,-0.261,10.12
19,0.986,-0.148,10.046
19,1.204,-0.05,10.005
19,1.271,-0.031,9.96
19,1.587,1.748,9.962
19,0.991,1.104,9.941
19,1.271,0.733,9.936
19,1.3,0.761,9.962
19,1.398,0.881,9.972
19,1.326,0.737,10.029
19,1.398,0.986,10.013
19,1.384,0.56,9.926
19,1.322,0.68,9.957
19,1.276,0.342,9.91
19,1.156,0.395,9.991
19,1.207,0.467,10.003
19,1.166,0.381,10.041
19,1.305,0.302,9.991
19,1.477,0.445,9.986
19,1.255,0.534,10.017
19,1.089,0.189,9.998
19,1.31,-0.077,9.989
19,1.384,0.321,9.974
19,1.396,0.263,10.001
19,1.386,0.215,10.001
19,1.259,0.352,10.02
19,1.307,0.215,9.941
19,1.279,-0.043,9.96
19,1.252,0.16,10.058
19,1.453,-0.247,9.948
19,1.295,-0.213,9.996
19,1.393,-0.271,10.005
19,1.52,-0.206,9.981
19,1.276,-0.402,9.965
19,1.508,-0.306,9.998
19,1.058,-0.302,10.046
19,1.188,0.029,9.974
19,1.489,-0.345,10.046
19,0.833,-0.146,10.02
19,1.516,-0.362,9.946
19,1.829,-0.417,9.981
19,1.52,-0.089,9.993
19,1.006,0.067,10.001
19,1.508,-0.433,9.991
19,1.276,-0.749,9.962
19,1.245,-0.462,10.01
19,1.154,-0.814,10.048
19,1.176,-1.259,9.977
19,1.369,-1.341,9.957
19,1.24,-1.317,9.989
19,1.144,-1.602,10.01
19,1.137,-1.312,10.001
19,1.14,-1.223,10.017
19,1.032,-1.07,9.998
19,1.113,-0.769,10.008
19,1.195,-0.512,10.003
19,1.25,-0.223,9.969
19,1.329,-0.101,10.039
19,1.324,-0.077,9.989
19,1.259,-0.017,10.034
19,1.022,-0.026,10.017
19,0.026,0.062,10.204
19,0.081,0.086,10.068
19,0.424,0.034,10.092
19,1.63,-0.417,9.955
19,-0.199,-0.551,10.075
19,0.354,-0.235,10.07
19,0.97,-0.151,10.065
19,0.773,0.005,10.015
19,0.948,-0.065,10.027
19,1.374,0.043,10.027
19,0.429,0.127,10.041
19,0.417,0.124,10.075
19,1.082,-0.11,10.013
19,1.015,-0.309,10.022
19,0.73,-0.232,10.056
19,1.171,-0.113,10.005
19,1.46,-0.304,10.01
19,1.465,-0.187,9.989
19,0.761,0.034,10.001
19,1.894,0.266,9.929
19,1.506,0.218,10.044
19,1.058,-0.019,10.02
19,1.231,0.029,9.977
19,1.441,0.086,9.998
19,1.429,-0.108,9.972
19,1.571,-0.163,9.95
19,1.832,-0.206,9.938
19,1.812,0.103,9.967
19,1.786,-0.127,9.938
19,1.748,-0.237,9.957
19,1.686,0.117,9.979
19,2.042,-0.067,9.9
19,1.504,0.055,9.969
19,1.494,0.022,9.986
19,1.302,-0.084,9.998
19,1.654,0.103,9.929
19,1.288,0.034,9.979
19,1.544,-0.11,9.986
19,1.276,-0.105,10.029
19,1.046,0.022,10.046
19,1.544,-0.074,9.986
19,1.853,-0.215,9.96
19,2.148,-0.12,9.936
19,2.423,-0.194,9.898
19,2.784,-0.194,9.89
19,3.072,-0.266,9.847
19,2.61,-0.144,9.893
19,1.697,0.029,9.965
19,1.35,-0.105,9.969
19,1.341,-0.069,10.005
19,1.286,-0.079,10.005
19,1.29,-0.072,10.001
19,1.317,-0.062,9.979
19,1.384,-0.132,9.96
19,1.257,-1.312,10.003
19,1.393,-1.604,10.01
19,1.132,-1.053,9.991
19,1.451,-1.279,9.931
19,1.647,-1.02,9.946
19,1.346,-0.702,10.032
19,1.374,-0.395,9.984
19,1.405,-0.357,9.962
19,1.367,-0.175,9.989
19,1.298,-0.192,9.948
19,1.405,-0.11,9.986
19,1.259,-0.086,10.001
19,1.262,-0.038,10.02
19,1.305,-0.091,9.948
19,1.264,0.101,9.981
19,1.317,0.002,10.013
19,1.413,-0.091,9.989
19,1.355,-0.031,10.036
19,1.384,0.012,9.996
19,1.231,0.062,10.015
19,1.355,-0.057,9.996
19,1.274,0.029,9.96
19,1.25,0.065,9.989
19,1.422,0.045,9.989
19,1.295,0.345,9.984
19,1.295,0.057,9.991
19,1.389,0.232,9.991
19,1.329,0.086,10.001
19,1.298,0.247,9.989
19,1.358,0.306,9.996
19,1.302,0.345,10.013
19,1.35,0.52,9.989
19,1.288,0.788,10.001
19,1.346,0.759,9.979
19,1.324,0.905,10.015
19,1.264,1.219,10.005
19,1.288,0.426,9.991
19,1.295,-0.062,9.979
19,1.29,-0.081,10.001
19,1.305,-0.103,9.996
19,1.317,-0.117,9.996
19,1.302,-0.093,10.008
19,1.29,-0.074,10.015
19,1.257,-0.079,9.998
19,1.31,-0.089,10.025
19,1.331,-0.105,9.977
19,1.3,-0.098,9.981
19,1.286,-0.098,10.005
19,1.267,-0.089,10.01
19,1.283,-0.091,10.003
19,1.29,-0.098,10.034
19,1.319,-0.079,10.022
21,1.125,-0.029,10.056
21,1.109,-0.041,10.063
21,1.24,-0.067,9.89
21,1.14,-0.036,10.068
21,1.25,-0.055,9.977
21,1.219,-0.079,9.979
21,1.228,-0.072,10.003
21,1.259,-0.081,9.984
21,1.245,-0.079,10.02
21,1.274,-0.089,9.989
21,1.231,-0.067,10.01
21,1.279,-0.074,9.96
21,1.281,-0.115,9.969
21,1.24,-0.091,10.013
21,1.338,-1.733,9.969
21,1.489,-1.729,9.934
21,1.259,-1.221,9.993
21,1.413,-1.101,9.989
21,1.298,-0.773,9.986
21,1.537,-0.749,10.01
21,1.166,-0.62,10.003
21,1.405,-0.687,9.967
21,1.302,-0.46,10.003
21,1.336,-0.558,10.001
21,1.415,-0.512,9.946
21,1.116,-0.393,10.029
21,1.233,-0.251,9.991
21,1.367,-0.299,9.996
21,1.41,-0.254,9.955
21,1.061,-0.153,10.06
21,1.279,-0.192,10.003
21,1.173,-0.189,9.981
21,1.257,-0.124,9.998
21,1.245,-0.615,10.01
21,1.209,-0.737,9.981
21,1.286,-0.362,10.003
21,1.049,-0.18,9.967
21,1.027,-0.05,10.005
21,1.372,0.491,9.993
21,1.353,0.824,10.068
21,1.425,1.219,9.95
21,1.453,1.762,9.998
21,1.544,1.568,9.962
21,1.19,1.812,9.991
21,1.334,1.681,9.979
21,1.295,1.365,9.984
21,1.152,1.216,9.991
21,1.18,0.512,10.01
21,1.245,-0.022,10.02
21,1.264,-0.124,9.979
21,1.267,-0.086,10.008
21,1.274,-0.031,9.981
21,1.264,-0.065,9.986
21,1.966,-0.139,9.905
21,2.48,-0.283,9.91
21,2.368,-0.23,9.924
21,2.741,-0.192,9.864
21,1.745,0.165,9.965
21,1.518,0.417,9.998
21,1.791,0.091,9.957
21,2.239,-0.093,9.905
21,1.705,0.014,9.95
21,1.645,0.036,9.936
21,2.119,-0.089,9.941
21,1.652,-0.132,9.924
21,1.176,0.031,10.001
21,1.755,-0.122,9.948
21,1.271,0.122,9.953
21,1.47,-0.091,10.005
21,1.535,0.036,9.993
21,1.195,0.081,10.025
21,2.045,-0.259,9.957
21,1.362,-0.302,9.984
21,0.771,0.151,10.017
21,1.585,-0.347,9.981
21,1.221,-0.199,10.001
21,1.355,-0.271,9.984
21,0.721,-0.029,10.027
21,0.749,0.105,10.041
21,1.039,0.091,10.008
21,1.14,-0.002,10.015
21,0.821,0.139,9.974
21,1.156,0.134,9.989
21,1.027,0.069,9.996
21,1.24,-0.165,9.955
21,1.381,-0.309,9.986
21,0.953,-0.029,10.027
21,0.39,0.031,10.046
21,0.955,-0.354,9.986
21,0.783,-0.072,10.022
21,0.299,0.057,10.017
21,0.225,0.081,10.123
21,0.429,-0.144,10.092
21,1.018,-0.206,10.02
21,-0.031,0.129,10.089
21,0.761,-0.268,10.039
21,0.213,-0.148,10.08
21,0.354,-0.156,10.056
21,0.182,-0.038,10.063
21,1.068,-0.096,10.005
21,1.231,-0.069,10.005
21,1.259,-0.072,9.991
21,2.27,1.595,9.898
21,1.839,0.953,9.902
21,1.386,0.654,9.991
21,1.499,0.673,9.957
21,1.616,1.523,9.989
21,1.305,1.279,9.981
21,1.331,0.73,10.008
21,1.209,0.874,9.989
21,1.195,0.977,9.993
21,1.08,0.725,10.032
21,0.919,0.493,10.013
21,1.302,0.335,10.013
21,1.25,0.472,10.039
21,0.824,0.359,10.02
21,1.216,0.199,9.977
21,1.396,0.697,9.955
21,1.113,0.306,10.005
21,1.065,0.335,10.025
21,1.302,0.251,10.025
21,1.231,0.237,9.991
21,1.159,0.311,9.972
21,1.065,0.045,10.003
21,1.336,-0.393,9.953
21,0.931,0.208,10.022
21,1.329,-0.254,10.01
21,1.453,-0.326,10.032
21,1.192,-0.285,9.962
21,1.396,-0.469,9.984
21,1.59,-0.479,10.01
21,1.097,-0.486,9.979
21,1.247,-0.575,10.01
21,1.305,-0.594,9.996
21,1.156,-0.515,10.027
21,1.113,-0.493,10.02
21,1.065,-0.4,10.027
21,1.286,-0.627,10.013
21,1.405,-0.448,10.025
21,1.19,-0.388,9.993
21,1.231,-0.108,10.027
21,1.312,0.019,10.008
21,1.305,0,9.96
21,1.092,-0.043,10.001
21,0.867,-0.153,10.068
21,1.116,0.017,10.001
21,1.484,-0.314,9.991
21,1.362,-0.271,9.984
21,1.085,-0.146,10.015
21,1.463,-0.247,10.015
21,1.346,-0.153,9.989
21,1.231,-0.383,9.977
21,1.508,-0.117,9.991
21,1.413,-0.213,9.996
21,1.161,-0.608,10.02
21,1.295,-0.953,10.008
21,1.099,-0.86,10.027
21,1.293,-1.063,9.986
21,1.35,-1.18,10.032
21,1.221,-0.898,10.025
21,1.211,-0.857,10.01
21,1.142,-1.008,9.998
21,1.19,-0.721,10.013
21,1.262,-0.333,10.015
21,1.262,-0.065,10.008
21,0.876,-0.002,10.017
21,-0.043,-0.192,10.092
21,0.541,-0.263,10.013
21,1.135,-0.108,9.993
21,0.68,-0.057,10.063
21,0.239,0.06,10.041
21,0.026,-0.127,10.094
21,0.5,-0.12,10.015
21,0.541,-0.17,10.048
21,0.539,-0.122,10.075
21,0.474,-0.132,10.096
21,0.33,-0.053,10.06
21,0.299,-0.081,10.058
21,0.534,-0.184,10.099
21,-0.029,-0.062,10.07
21,0.352,-0.077,10.063
21,1.389,-0.196,10.046
21,0.85,-0.129,10.022
21,1.451,0.019,9.948
21,1.568,-0.031,9.993
21,1.166,-0.034,9.989
21,1.817,-0.326,10.008
21,1.257,0.141,9.989
21,1.623,0.11,9.972
21,1.609,-0.124,9.881
21,1.669,0.074,9.914
21,1.731,0.038,10.001
21,0.948,-0.057,10.034
21,1.487,0.115,9.986
21,1.319,0.077,9.941
21,1.539,-0.084,9.95
21,1.123,0.141,10.003
21,1.999,-0.189,9.941
21,1.887,-0.204,9.946
21,1.645,-0.084,9.953
21,1.76,-0.074,9.948
21,2.265,0.007,9.95
21,1.896,0.01,9.91
21,1.729,-0.11,9.946
21,2.119,-0.012,9.957
21,1.997,-0.01,9.912
21,2.349,-0.292,9.962
21,1.499,-0.06,9.938
21,1.657,0.024,9.943
21,1.453,-0.022,10.02
21,1.717,-0.098,9.926
21,1.3,-0.026,9.996
21,1.231,-0.098,9.981
21,1.441,-0.108,10.027
21,1.307,-0.144,9.962
21,1.513,0.005,9.969
21,1.381,0.002,9.977
21,1.405,-0.079,9.981
21,1.415,-0.156,9.96
21,1.231,-0.045,10.02
21,1.463,0.012,9.962
21,1.216,-0.026,9.993
21,1.202,-0.074,10.022
21,1.19,-0.069,9.998
21,1.161,-0.043,9.998
21,1.144,-0.041,10.003
21,1.111,-0.029,10.104
21,1.257,-0.077,9.977
21,1.204,-0.321,9.998
21,1.451,-2.488,10.058
21,1.235,-1.47,10.008
21,0.905,-1.049,10.022
21,1.24,-0.96,10.008
21,1.075,-0.9,9.998
21,1.245,-0.917,9.95
21,1.506,-1.015,9.974
21,1.367,-0.543,10.013
21,1.25,-0.34,9.989
21,1.214,-0.271,10.013
21,1.245,-0.055,10.008
21,1.269,0.204,9.977
21,1.061,-0.18,10.013
21,1.204,-0.098,10.025
21,1.444,-0.091,9.953
21,1.185,-0.259,10.058
21,1.35,-0.05,9.986
21,1.427,0.098,9.984
21,1.329,0.132,9.946
21,1.36,0.144,10.001
21,1.051,0.194,10.022
21,1.401,0.204,9.981
21,1.223,0.342,9.986
21,1.25,0.05,9.977
21,1.142,0.426,9.984
21,1.243,0.244,10.01
21,1.135,0.148,9.984
21,1.269,0.065,10.001
21,1.358,0.215,10.01
21,1.19,0.369,9.996
21,1.235,0.318,9.998
21,1.42,0.342,9.979
21,1.377,0.486,9.996
21,1.216,0.838,9.929
21,1.161,0.929,9.996
21,1.219,0.687,10.001
21,1.235,0.397,9.967
21,1.183,0.543,10.02
21,1.216,0.261,9.981
21,1.195,0.333,9.984
21,1.245,0.223,9.998
21,1.24,-0.026,9.984
21,1.221,-0.098,9.989
21,1.252,-0.093,9.972
21,1.264,-0.072,9.981
21,1.243,-0.081,10.02
21,1.233,-0.057,9.998
21,1.228,-0.057,10.005
21,1.24,-0.074,9.981
21,1.247,-0.086,9.996
21,1.243,-0.062,9.984
21,1.226,-0.057,10.022
21,1.219,-0.062,9.998
21,1.247,-0.065,10.013
21,1.269,-0.096,9.974
22,1.233,-0.069,10.046
22,1.219,-0.045,9.989
22,1.219,-0.101,10.017
22,1.25,-0.06,9.972
22,1.238,-0.034,9.991
22,1.231,-0.062,10.017
22,1.252,-0.065,9.941
22,1.228,-0.074,10.06
22,1.238,-0.067,9.984
22,1.264,-0.055,10.015
22,1.221,-0.067,9.955
22,1.24,-0.079,10.032
22,1.243,-0.081,9.989
22,1.233,-0.081,10.02
22,1.281,-0.067,9.979
22,1.238,-0.084,10.005
22,1.238,-0.086,9.991
22,1.288,-0.074,9.981
22,1.288,-0.065,10.027
22,1.156,1.015,10.048
22,1.185,1.288,9.953
22,1.745,0.163,9.929
22,1.465,0.864,9.998
22,1.35,0.742,9.981
22,1.3,0.646,9.965
22,1.317,0.62,10.001
22,1.262,0.747,9.991
22,1.214,0.792,9.943
22,1.209,0.919,10.039
22,1.025,0.706,9.991
22,1.19,0.326,10.039
22,1.252,0.182,9.996
22,1.271,0.136,10.034
22,1.338,0.072,10.022
22,1.116,-0.297,10.036
22,1.343,-0.065,9.989
22,1.374,-0.215,9.977
22,1.13,0.002,10.013
22,1.372,-0.359,9.929
22,1.338,-0.247,9.965
22,1.245,-0.424,9.977
22,1.326,-0.608,10.017
22,1.269,-0.51,9.967
22,1.283,-0.725,9.953
22,1.075,-0.804,10.013
22,1.207,-0.737,10.015
22,1.001,-0.642,10.02
22,1.207,-0.711,9.989
22,1.13,-0.658,10.022
22,1.132,-0.565,10.017
22,1.132,-0.809,10.039
22,1.109,-0.675,10.008
22,1.204,-0.991,10.032
22,1.216,-0.974,9.962
22,1.245,-0.666,10.032
22,1.31,-0.86,9.972
22,1.286,-0.809,9.969
22,1.173,-0.29,10.005
22,1.207,-0.077,10.01
22,1.185,-0.055,9.977
22,2.875,0.936,9.972
22,1.956,0.462,9.917
22,2.198,0.287,9.941
22,2.181,-0.036,9.934
22,2.418,-0.129,9.924
22,2.236,-0.129,9.926
22,1.824,-0.074,9.936
22,1.865,-0.156,9.95
22,1.791,-0.11,9.95
22,1.705,-0.237,9.953
22,1.616,-0.347,9.965
22,1.367,-0.105,9.972
22,1.693,-0.275,9.989
22,1.329,-0.151,9.984
22,1.429,0.012,10.041
22,1.578,-0.271,9.96
22,1.437,-0.069,9.948
22,1.762,-0.17,10.01
22,1.446,-0.127,9.981
22,1.413,-0.096,9.967
22,1.537,-0.218,9.946
22,1.599,-0.218,9.965
22,1.168,-0.017,10.01
22,1.003,-0.043,9.996
22,0.883,-0.134,10.051
22,0.804,-0.115,10.017
22,1.051,-0.113,10.017
22,0.864,-0.163,10.041
22,0.936,-0.031,10.044
22,0.95,0.017,10.008
22,1.063,-0.105,9.986
22,1.018,-0.072,10.005
22,0.936,-0.01,10.005
22,0.84,-0.053,10.015
22,1.207,0.105,9.989
22,0.807,0.077,10.029
22,1.374,0.022,10.056
22,0.855,0.148,10.01
22,0.84,-0.12,10.068
22,0.955,-0.108,9.991
22,0.594,-0.199,10.056
22,0.977,-0.187,10.034
22,0.927,-0.053,9.989
22,0.785,-0.072,10.003
22,0.922,-0.041,9.974
22,0.445,-0.048,10.072
22,0.668,-0.136,10.013
22,0.565,0.038,10.041
22,0.067,-0.11,10.116
22,0.302,-0.117,10.07
22,0.625,0.034,10.025
22,1.453,-0.919,10.001
22,1.465,-1.137,9.974
22,1.468,-1.46,10.01
22,1.441,-1.379,9.962
22,1.037,-1.233,9.996
22,1.116,-1.223,10.017
22,1.147,-0.728,9.984
22,1.322,-0.464,10.005
22,1.008,-0.012,9.996
22,1.037,-0.184,9.993
22,1.408,-0.441,10.005
22,1.118,-0.115,9.998
22,1.125,-0.201,10.017
22,1.173,-0.326,10.017
22,1.269,-0.373,9.965
22,1.307,-0.026,9.974
22,1.178,-0.012,10.041
22,1.274,-0.283,9.991
22,1.214,-0.175,10.001
22,1.365,-0.16,10.008
22,1.494,-0.156,9.967
22,1.082,-0.134,10.005
22,1.128,-0.23,10.003
22,1.31,-0.146,10.02
22,1.243,-0.278,9.991
22,1.238,0.026,10.036
22,0.996,-0.256,10.02
22,1.384,-0.582,10.022
22,1.302,-0.239,10.015
22,1.07,0.096,10.041
22,1.132,-0.194,10.003
22,1.36,-0.098,9.986
22,1.494,-0.242,9.96
22,1.041,-0.012,10.022
22,1.147,0.172,10.022
22,1.458,0.213,9.941
22,1.575,0.235,10.001
22,1.302,0.321,9.991
22,1.085,0.378,10.008
22,0.958,0.227,10.044
22,1.269,0.168,9.962
22,1.197,0.206,9.972
22,1.341,0.072,10.015
22,1.532,0.244,9.984
22,1.381,0.359,10.003
22,1.24,0.543,9.981
22,1.386,0.448,9.972
22,1.331,0.56,9.993
22,1.298,0.448,9.989
22,1.343,0.486,9.996
22,1.317,0.795,9.979
22,1.302,0.857,9.984
22,1.336,0.855,9.996
22,1.216,1.02,10.027
22,1.123,0.742,9.998
22,0.95,0.56,10.01
22,1.211,0.014,9.993
22,1.267,-0.067,10.025
22,1.25,-0.103,10.003
22,1.288,-0.074,9.998
22,1.295,-0.115,9.965
22,0.692,-0.28,9.998
22,-1.362,0.28,10.175
22,0.038,-0.086,10.12
22,0.189,-0.213,10.123
22,-0.17,0.005,10.099
22,0.433,-0.031,10.082
22,0.57,-0.074,10.02
22,-0.014,0.139,10.084
22,-0.395,0.134,10.106
22,0.275,-0.113,10.08
22,1.264,-0.177,10.02
22,0.986,-0.024,10.036
22,-0.048,0.34,10.048
22,1.48,-0.144,9.993
22,2.512,-0.359,9.874
22,0.888,0.048,10.003
22,1.65,-0.168,9.965
22,1.958,-0.29,9.914
22,1.396,-0.031,9.957
22,1.772,-0.022,9.926
22,1.669,0.022,9.974
22,1.906,-0.175,9.914
22,1.396,-0.012,9.981
22,1.822,-0.096,9.967
22,1.607,-0.189,10.017
22,1.769,-0.263,9.938
22,1.638,-0.165,9.957
22,1.389,-0.201,9.969
22,1.671,-0.151,9.984
22,1.784,-0.189,9.991
22,1.065,-0.019,10.025
22,1.721,-0.254,9.977
22,1.317,-0.055,9.977
22,1.085,-0.053,10.048
22,1.07,0.089,10.013
22,1.458,-0.048,9.998
22,1.496,-0.101,9.986
22,1.932,-0.115,9.917
22,2.028,-0.124,9.955
22,2.387,-0.053,9.922
22,2.495,-0.108,9.898
22,1.913,0.055,9.967
22,2.571,0.007,9.843
22,2.567,-0.084,9.898
22,1.664,0.034,9.967
22,1.29,-0.038,9.993
22,1.245,-0.069,10.02
22,1.264,-0.065,10.025
22,1.25,-0.057,10.022
22,1.245,-0.069,9.986
22,1.219,-0.05,9.974
22,1.233,-0.057,10.02
22,1.24,-0.055,9.969
22,1.259,-0.086,9.977
22,1.221,-0.065,10.005
22,1.238,-0.012,9.991
22,0.965,0.364,9.981
22,1.24,1.092,9.998
22,1.393,0.867,9.972
22,1.362,0.792,9.984
22,1.247,0.582,9.979
22,1.314,0.792,9.957
22,1.185,0.804,9.993
22,1.101,0.627,10.044
22,1.185,0.512,9.989
22,1.161,0.192,9.998
22,1.341,0.177,9.974
22,1.331,-0.096,9.984
22,1.166,-0.108,9.969
22,1.267,-0.101,10.013
22,1.477,-0.22,9.979
22,1.259,-0.306,9.977
22,1.226,-0.589,9.981
22,1.259,-0.457,10.013
22,1.247,-0.4,9.972
22,1.159,-0.524,10.001
22,1.243,-0.488,9.991
22,1.219,-0.622,10.022
22,1.31,-0.541,10.003
22,1.322,-0.761,10.013
22,1.281,-0.496,9.969
22,1.384,-0.654,9.969
22,1.166,-0.836,10.02
22,1.137,-1.176,10.005
22,1.235,-1.566,10.017
22,1.168,-1.427,9.981
22,1.195,-0.204,10.029
22,1.226,-0.077,10.003
22,1.24,-0.024,9.962
22,1.223,-0.077,10.005
22,1.219,-0.079,10.022
22,1.247,-0.067,9.981
22,1.247,-0.067,9.981
22,1.214,-0.072,9.996
22,1.216,-0.062,9.986
22,1.24,-0.074,10.005
22,1.235,-0.067,9.989
22,1.209,-0.067,10.003
22,1.226,-0.077,10.008
22,1.243,-0.045,10.005
24,1.252,-0.081,10.065
24,1.3,-0.072,10.001
24,1.29,-0.105,10.029
24,1.259,-0.089,10.032
24,1.271,-0.077,9.984
24,1.269,-0.06,9.969
24,1.259,-0.103,9.996
24,1.293,-0.129,10.015
24,1.3,-0.11,9.996
24,1.279,-0.043,9.981
24,1.24,-0.074,9.996
24,1.276,-0.067,9.993
24,1.302,-0.093,9.965
24,1.286,-0.098,9.965
24,1.257,-0.081,9.967
24,1.269,-0.036,9.991
24,1.288,-0.091,10.01
24,1.286,-0.101,10.003
24,1.305,-0.091,9.986
24,1.281,-0.077,10.022
24,1.271,-0.074,10.068
24,1.31,-0.057,9.965
24,1.298,-0.098,9.986
24,1.305,-0.072,9.953
24,1.3,-0.057,10.029
24,1.97,7.089,9.828
24,1.077,1.087,10.017
24,1.118,1.274,9.96
24,1.487,0.833,9.974
24,1.439,0.661,9.965
24,1.465,0.498,9.95
24,1.53,0.627,9.965
24,1.36,0.558,10.008
24,1.508,0.45,9.946
24,1.501,0.608,9.953
24,1.484,0.496,9.996
24,1.611,0.728,9.931
24,1.482,0.625,10.005
24,1.13,0.318,9.972
24,1.283,0.129,10.008
24,1.19,0.043,10.034
24,1.317,0.014,10.039
24,1.413,0.223,9.96
24,1.31,0.012,9.974
24,1.413,0.086,9.96
24,1.312,-0.034,10.001
24,1.499,0.062,9.969
24,1.326,0.002,10.034
24,0.95,-0.385,10.034
24,1.29,-0.486,9.969
24,1.204,-0.792,10.017
24,1.128,-1.355,9.998
24,1.154,-1.523,9.989
24,0.996,-1.709,10.013
24,1.075,-2.105,10.005
24,1.403,-2.076,10.003
24,1.446,-1.784,10.032
24,1.346,-0.713,9.977
24,1.305,-0.12,10.005
24,1.283,-0.045,9.972
24,1.267,-0.072,9.996
24,1.235,-0.091,9.984
24,4.125,0.802,9.622
24,2.521,0.283,9.917
24,2.631,0.072,9.895
24,3.019,-0.055,9.91
24,2.909,-0.247,9.859
24,2.737,-0.311,9.867
24,2.873,-0.086,9.804
24,1.954,0.007,9.998
24,2.045,-0.072,9.912
24,1.877,-0.093,9.977
24,1.42,-0.132,10.005
24,1.209,0.041,9.996
24,0.967,-0.244,9.972
24,0.646,-0.328,10.039
24,0.687,-0.146,10.001
24,0.907,-0.223,10.044
24,0.769,-0.215,10.005
24,1.386,0,10.039
24,1.051,-0.019,10.01
24,1.056,-0.182,10.029
24,1.087,-0.211,10.005
24,1.135,-0.326,10.048
24,1.307,-0.16,10.013
24,0.924,-0.093,10.003
24,1.482,-0.022,9.967
24,1.271,-0.067,10.015
24,1.01,-0.029,10.044
24,0.826,-0.153,10.056
24,0.486,-0.077,10.051
24,0.438,-0.007,10.041
24,-0.081,0.074,10.123
24,-0.122,-0.062,10.106
24,-0.869,0.014,10.18
24,-0.117,0.091,10.082
24,0.22,-0.041,10.106
24,0.417,-0.031,10.077
24,0.986,0.01,9.993
24,1.267,-0.074,9.981
24,1.29,-0.072,10.01
24,1.336,-0.069,10.008
24,2.119,-1.834,9.967
24,1.654,-1.307,9.979
24,1.348,-0.943,10.001
24,1.448,-1.642,9.981
24,1.422,-1.401,9.993
24,1.025,-1.276,10.01
24,1.499,-1.446,10.008
24,1.137,-1.204,9.969
24,1.441,-1.125,9.991
24,1.142,-1.137,10.017
24,1.199,-0.816,10.02
24,1.274,-0.898,10.013
24,1.219,-0.666,10.022
24,1.396,-0.321,9.96
24,1.381,0.062,9.993
24,0.836,-0.034,10.008
24,1.772,-0.235,9.996
24,1.223,0.11,9.991
24,1.144,0.012,9.996
24,1.252,0.347,9.962
24,1.211,0.026,10.039
24,1.214,0.096,10.005
24,1.257,0.474,10.046
24,1.006,0.517,9.979
24,1.341,0.244,9.981
24,1.544,0.51,9.962
24,1.235,0.515,10.027
24,1.338,0.467,10.005
24,1.59,0.493,9.957
24,1.367,0.321,10.001
24,1.276,0.184,9.989
24,1.484,0.376,10.015
24,1.29,0.443,9.967
24,1.14,-0.115,9.991
24,1.013,0.06,10.041
24,1.032,-0.002,10.013
24,1.257,0.002,9.965
24,1.331,0.156,9.969
24,1.161,0.39,10.027
24,1.415,-0.024,9.993
24,1.475,0.165,9.998
24,1.504,0.548,9.965
24,1.3,0.5,10.015
24,1.432,0.419,9.974
24,1.3,0.206,9.991
24,1.214,0.022,9.993
24,1.314,0.383,9.941
24,1.171,0.752,10.008
24,1.142,0.646,10.036
24,1.209,1.12,9.981
24,1.235,0.915,9.979
24,1.293,0.318,9.991
24,1.324,0.014,9.981
24,1.279,-0.093,10.029
24,0.867,-0.338,9.9
24,0.907,-0.141,10.053
24,-0.675,-0.532,10.216
24,0.551,-0.259,10.063
24,0.144,-0.134,10.123
24,0.129,-0.065,10.075
24,0.579,-0.096,10.032
24,0.371,-0.136,10.092
24,0.395,-0.034,10.056
24,0.845,-0.17,10.032
24,0.376,-0.091,10.036
24,1.008,-0.067,9.989
24,0.227,0.041,10.027
24,1.106,0.062,9.977
24,0.769,0.055,10.036
24,0.788,0.256,10.068
24,0.388,0.036,10.044
24,1.396,-0.113,9.974
24,1.001,0.263,10.048
24,1.532,-0.117,9.979
24,1.592,-0.069,9.943
24,1.834,-0.115,9.96
24,1.441,-0.074,10.034
24,2.523,-0.484,9.907
24,1.796,-0.105,9.96
24,1.532,0.026,9.948
24,1.415,-0.012,10.005
24,2.006,-0.239,9.912
24,1.204,0.029,9.974
24,1.171,0.098,10.015
24,1.705,-0.081,9.955
24,1.695,0.007,9.96
24,1.037,0.062,9.948
24,1.815,-0.11,9.972
24,1.82,0.038,9.957
24,0.96,0.086,9.998
24,1.35,-0.122,9.993
24,1.271,-0.024,10.005
24,1.535,-0.101,9.998
24,1.432,-0.172,9.955
24,1.762,-0.002,9.969
24,1.587,-0.199,9.998
24,1.429,-0.038,9.977
24,1.736,-0.223,9.965
24,2.26,-0.098,9.922
24,1.908,-0.084,9.929
24,3.098,-0.127,9.862
24,3.002,-0.074,9.857
24,2.856,-0.06,9.869
24,1.487,-0.012,9.998
24,1.264,-0.065,9.991
24,1.25,-0.06,10.013
24,1.279,-0.053,10.017
24,1.252,-0.024,9.993
24,1.247,-0.041,9.996
24,1.228,-0.045,10.068
24,1.283,-0.065,9.998
24,1.192,0.692,10.005
24,1.281,1.322,9.969
24,1.609,0.733,9.981
24,1.465,0.828,9.972
24,1.398,0.599,10.025
24,1.319,0.529,10.017
24,1.264,0.534,9.965
24,1.255,0.235,9.965
24,1.221,0.101,10.029
24,1.195,-0.034,9.989
24,1.302,-0.017,10.01
24,1.41,-0.031,9.962
24,1.233,-0.304,10.005
